dataset,expression,chain_of_thought,answer
train,(6 - 40),"[""Compute 6 - 40 = -34.""]",-34
train,((11 + 49) - (39 - 30)),"[""Compute 11 + 49 = 60."", ""Compute 39 - 30 = 9."", ""Compute 60 - 9 = 51.""]",51
train,((23 + 26) + (14 * 46)),"[""Compute 23 + 26 = 49."", ""Compute 14 * 46 = 644."", ""Compute 49 + 644 = 693.""]",693
train,((23 + 3) * (12 - 31)),"[""Compute 23 + 3 = 26."", ""Compute 12 - 31 = -19."", ""Compute 26 * -19 = -494.""]",-494
train,((40 - 26) + (34 * 37)),"[""Compute 40 - 26 = 14."", ""Compute 34 * 37 = 1258."", ""Compute 14 + 1258 = 1272.""]",1272
train,((17 + 33) + (15 + 44)),"[""Compute 17 + 33 = 50."", ""Compute 15 + 44 = 59."", ""Compute 50 + 59 = 109.""]",109
train,(29 + 8),"[""Compute 29 + 8 = 37.""]",37
train,((34 + 49) * (14 + 42)),"[""Compute 34 + 49 = 83."", ""Compute 14 + 42 = 56."", ""Compute 83 * 56 = 4648.""]",4648
train,(19 - 42),"[""Compute 19 - 42 = -23.""]",-23
train,(46 - 48),"[""Compute 46 - 48 = -2.""]",-2
train,((43 * 10) - (10 + 3)),"[""Compute 43 * 10 = 430."", ""Compute 10 + 3 = 13."", ""Compute 430 - 13 = 417.""]",417
train,(2 - 2),"[""Compute 2 - 2 = 0.""]",0
train,(7 - 19),"[""Compute 7 - 19 = -12.""]",-12
train,((7 * 4) - (45 * 9)),"[""Compute 7 * 4 = 28."", ""Compute 45 * 9 = 405."", ""Compute 28 - 405 = -377.""]",-377
train,((40 + 10) + (16 + 9)),"[""Compute 40 + 10 = 50."", ""Compute 16 + 9 = 25."", ""Compute 50 + 25 = 75.""]",75
train,(39 - 48),"[""Compute 39 - 48 = -9.""]",-9
train,((50 * 39) * (7 - 33)),"[""Compute 50 * 39 = 1950."", ""Compute 7 - 33 = -26."", ""Compute 1950 * -26 = -50700.""]",-50700
train,((48 + 1) * (9 - 50)),"[""Compute 48 + 1 = 49."", ""Compute 9 - 50 = -41."", ""Compute 49 * -41 = -2009.""]",-2009
train,(24 * 13),"[""Compute 24 * 13 = 312.""]",312
train,((23 + 14) - (6 - 50)),"[""Compute 23 + 14 = 37."", ""Compute 6 - 50 = -44."", ""Compute 37 - -44 = 81.""]",81
train,((34 * 35) + (35 - 9)),"[""Compute 34 * 35 = 1190."", ""Compute 35 - 9 = 26."", ""Compute 1190 + 26 = 1216.""]",1216
train,(5 + 42),"[""Compute 5 + 42 = 47.""]",47
train,(43 + 30),"[""Compute 43 + 30 = 73.""]",73
train,((27 - 43) - (46 + 8)),"[""Compute 27 - 43 = -16."", ""Compute 46 + 8 = 54."", ""Compute -16 - 54 = -70.""]",-70
train,(32 * 37),"[""Compute 32 * 37 = 1184.""]",1184
train,(12 - 16),"[""Compute 12 - 16 = -4.""]",-4
train,((37 - 17) + (3 * 32)),"[""Compute 37 - 17 = 20."", ""Compute 3 * 32 = 96."", ""Compute 20 + 96 = 116.""]",116
train,(35 + 43),"[""Compute 35 + 43 = 78.""]",78
train,((13 - 32) - (27 + 11)),"[""Compute 13 - 32 = -19."", ""Compute 27 + 11 = 38."", ""Compute -19 - 38 = -57.""]",-57
train,(33 - 9),"[""Compute 33 - 9 = 24.""]",24
train,((14 * 14) * (19 + 26)),"[""Compute 14 * 14 = 196."", ""Compute 19 + 26 = 45."", ""Compute 196 * 45 = 8820.""]",8820
train,(3 - 42),"[""Compute 3 - 42 = -39.""]",-39
train,(25 + 36),"[""Compute 25 + 36 = 61.""]",61
train,(40 - 38),"[""Compute 40 - 38 = 2.""]",2
train,((25 - 48) * (28 * 5)),"[""Compute 25 - 48 = -23."", ""Compute 28 * 5 = 140."", ""Compute -23 * 140 = -3220.""]",-3220
train,(15 + 36),"[""Compute 15 + 36 = 51.""]",51
train,((10 + 44) * (22 * 30)),"[""Compute 10 + 44 = 54."", ""Compute 22 * 30 = 660."", ""Compute 54 * 660 = 35640.""]",35640
train,((26 - 25) * (31 + 33)),"[""Compute 26 - 25 = 1."", ""Compute 31 + 33 = 64."", ""Compute 1 * 64 = 64.""]",64
train,((32 - 43) * (6 + 8)),"[""Compute 32 - 43 = -11."", ""Compute 6 + 8 = 14."", ""Compute -11 * 14 = -154.""]",-154
train,((48 + 35) - (39 - 39)),"[""Compute 48 + 35 = 83."", ""Compute 39 - 39 = 0."", ""Compute 83 - 0 = 83.""]",83
train,((19 * 6) + (36 - 17)),"[""Compute 19 * 6 = 114."", ""Compute 36 - 17 = 19."", ""Compute 114 + 19 = 133.""]",133
train,(31 + 34),"[""Compute 31 + 34 = 65.""]",65
train,((13 + 20) + (14 * 28)),"[""Compute 13 + 20 = 33."", ""Compute 14 * 28 = 392."", ""Compute 33 + 392 = 425.""]",425
train,((31 * 5) * (6 * 16)),"[""Compute 31 * 5 = 155."", ""Compute 6 * 16 = 96."", ""Compute 155 * 96 = 14880.""]",14880
train,(20 + 31),"[""Compute 20 + 31 = 51.""]",51
train,(17 + 39),"[""Compute 17 + 39 = 56.""]",56
train,((23 + 34) - (35 * 28)),"[""Compute 23 + 34 = 57."", ""Compute 35 * 28 = 980."", ""Compute 57 - 980 = -923.""]",-923
train,((7 + 47) - (4 * 19)),"[""Compute 7 + 47 = 54."", ""Compute 4 * 19 = 76."", ""Compute 54 - 76 = -22.""]",-22
train,(27 * 44),"[""Compute 27 * 44 = 1188.""]",1188
train,((50 * 39) * (15 - 50)),"[""Compute 50 * 39 = 1950."", ""Compute 15 - 50 = -35."", ""Compute 1950 * -35 = -68250.""]",-68250
train,(45 + 25),"[""Compute 45 + 25 = 70.""]",70
train,(22 * 47),"[""Compute 22 * 47 = 1034.""]",1034
train,((43 - 30) - (11 - 37)),"[""Compute 43 - 30 = 13."", ""Compute 11 - 37 = -26."", ""Compute 13 - -26 = 39.""]",39
train,((7 * 37) - (4 - 30)),"[""Compute 7 * 37 = 259."", ""Compute 4 - 30 = -26."", ""Compute 259 - -26 = 285.""]",285
train,((30 + 6) + (42 * 14)),"[""Compute 30 + 6 = 36."", ""Compute 42 * 14 = 588."", ""Compute 36 + 588 = 624.""]",624
train,(23 + 1),"[""Compute 23 + 1 = 24.""]",24
train,(47 * 48),"[""Compute 47 * 48 = 2256.""]",2256
train,(35 * 20),"[""Compute 35 * 20 = 700.""]",700
train,(38 + 9),"[""Compute 38 + 9 = 47.""]",47
train,(36 - 2),"[""Compute 36 - 2 = 34.""]",34
train,((6 - 45) * (45 - 29)),"[""Compute 6 - 45 = -39."", ""Compute 45 - 29 = 16."", ""Compute -39 * 16 = -624.""]",-624
train,((2 + 40) * (33 + 41)),"[""Compute 2 + 40 = 42."", ""Compute 33 + 41 = 74."", ""Compute 42 * 74 = 3108.""]",3108
train,((22 - 15) * (49 - 4)),"[""Compute 22 - 15 = 7."", ""Compute 49 - 4 = 45."", ""Compute 7 * 45 = 315.""]",315
train,((44 * 5) * (41 + 5)),"[""Compute 44 * 5 = 220."", ""Compute 41 + 5 = 46."", ""Compute 220 * 46 = 10120.""]",10120
train,((12 - 14) * (32 - 8)),"[""Compute 12 - 14 = -2."", ""Compute 32 - 8 = 24."", ""Compute -2 * 24 = -48.""]",-48
train,((8 * 23) * (26 * 43)),"[""Compute 8 * 23 = 184."", ""Compute 26 * 43 = 1118."", ""Compute 184 * 1118 = 205712.""]",205712
train,((6 * 15) - (44 - 44)),"[""Compute 6 * 15 = 90."", ""Compute 44 - 44 = 0."", ""Compute 90 - 0 = 90.""]",90
train,(36 + 29),"[""Compute 36 + 29 = 65.""]",65
train,((30 + 1) + (7 - 40)),"[""Compute 30 + 1 = 31."", ""Compute 7 - 40 = -33."", ""Compute 31 + -33 = -2.""]",-2
train,((17 - 21) + (8 - 48)),"[""Compute 17 - 21 = -4."", ""Compute 8 - 48 = -40."", ""Compute -4 + -40 = -44.""]",-44
train,((48 * 14) - (26 * 15)),"[""Compute 48 * 14 = 672."", ""Compute 26 * 15 = 390."", ""Compute 672 - 390 = 282.""]",282
train,((4 - 23) - (46 + 48)),"[""Compute 4 - 23 = -19."", ""Compute 46 + 48 = 94."", ""Compute -19 - 94 = -113.""]",-113
train,(45 * 22),"[""Compute 45 * 22 = 990.""]",990
train,(3 * 24),"[""Compute 3 * 24 = 72.""]",72
train,(12 + 18),"[""Compute 12 + 18 = 30.""]",30
train,(30 + 9),"[""Compute 30 + 9 = 39.""]",39
train,((2 * 18) - (47 * 43)),"[""Compute 2 * 18 = 36."", ""Compute 47 * 43 = 2021."", ""Compute 36 - 2021 = -1985.""]",-1985
train,(16 + 19),"[""Compute 16 + 19 = 35.""]",35
train,(19 * 48),"[""Compute 19 * 48 = 912.""]",912
train,(24 * 26),"[""Compute 24 * 26 = 624.""]",624
train,(20 * 21),"[""Compute 20 * 21 = 420.""]",420
train,((33 * 44) + (4 - 5)),"[""Compute 33 * 44 = 1452."", ""Compute 4 - 5 = -1."", ""Compute 1452 + -1 = 1451.""]",1451
train,(24 - 28),"[""Compute 24 - 28 = -4.""]",-4
train,((29 + 38) + (41 + 9)),"[""Compute 29 + 38 = 67."", ""Compute 41 + 9 = 50."", ""Compute 67 + 50 = 117.""]",117
train,(5 - 20),"[""Compute 5 - 20 = -15.""]",-15
train,((32 + 42) * (13 + 29)),"[""Compute 32 + 42 = 74."", ""Compute 13 + 29 = 42."", ""Compute 74 * 42 = 3108.""]",3108
train,((36 - 34) + (23 * 1)),"[""Compute 36 - 34 = 2."", ""Compute 23 * 1 = 23."", ""Compute 2 + 23 = 25.""]",25
train,((39 - 47) - (47 * 1)),"[""Compute 39 - 47 = -8."", ""Compute 47 * 1 = 47."", ""Compute -8 - 47 = -55.""]",-55
train,((28 + 19) + (21 + 28)),"[""Compute 28 + 19 = 47."", ""Compute 21 + 28 = 49."", ""Compute 47 + 49 = 96.""]",96
train,(15 - 26),"[""Compute 15 - 26 = -11.""]",-11
train,(40 + 7),"[""Compute 40 + 7 = 47.""]",47
train,(1 + 7),"[""Compute 1 + 7 = 8.""]",8
train,((35 - 27) - (3 * 35)),"[""Compute 35 - 27 = 8."", ""Compute 3 * 35 = 105."", ""Compute 8 - 105 = -97.""]",-97
train,((7 - 4) + (50 - 22)),"[""Compute 7 - 4 = 3."", ""Compute 50 - 22 = 28."", ""Compute 3 + 28 = 31.""]",31
train,(14 * 1),"[""Compute 14 * 1 = 14.""]",14
train,((48 * 33) + (49 * 23)),"[""Compute 48 * 33 = 1584."", ""Compute 49 * 23 = 1127."", ""Compute 1584 + 1127 = 2711.""]",2711
train,((35 - 48) * (27 + 49)),"[""Compute 35 - 48 = -13."", ""Compute 27 + 49 = 76."", ""Compute -13 * 76 = -988.""]",-988
train,(25 + 19),"[""Compute 25 + 19 = 44.""]",44
train,(18 - 17),"[""Compute 18 - 17 = 1.""]",1
train,((25 + 15) + (47 - 45)),"[""Compute 25 + 15 = 40."", ""Compute 47 - 45 = 2."", ""Compute 40 + 2 = 42.""]",42
train,(31 + 12),"[""Compute 31 + 12 = 43.""]",43
train,(10 + 10),"[""Compute 10 + 10 = 20.""]",20
train,((30 * 9) * (44 - 41)),"[""Compute 30 * 9 = 270."", ""Compute 44 - 41 = 3."", ""Compute 270 * 3 = 810.""]",810
train,(32 * 2),"[""Compute 32 * 2 = 64.""]",64
train,(5 - 26),"[""Compute 5 - 26 = -21.""]",-21
train,((28 - 26) - (2 + 21)),"[""Compute 28 - 26 = 2."", ""Compute 2 + 21 = 23."", ""Compute 2 - 23 = -21.""]",-21
train,(32 * 39),"[""Compute 32 * 39 = 1248.""]",1248
train,(20 - 4),"[""Compute 20 - 4 = 16.""]",16
train,((39 - 47) + (49 * 34)),"[""Compute 39 - 47 = -8."", ""Compute 49 * 34 = 1666."", ""Compute -8 + 1666 = 1658.""]",1658
train,(31 * 40),"[""Compute 31 * 40 = 1240.""]",1240
train,((24 * 8) * (29 * 39)),"[""Compute 24 * 8 = 192."", ""Compute 29 * 39 = 1131."", ""Compute 192 * 1131 = 217152.""]",217152
train,(3 - 20),"[""Compute 3 - 20 = -17.""]",-17
train,((42 + 12) + (39 - 27)),"[""Compute 42 + 12 = 54."", ""Compute 39 - 27 = 12."", ""Compute 54 + 12 = 66.""]",66
train,((47 * 29) + (50 * 1)),"[""Compute 47 * 29 = 1363."", ""Compute 50 * 1 = 50."", ""Compute 1363 + 50 = 1413.""]",1413
train,((37 * 10) + (45 * 33)),"[""Compute 37 * 10 = 370."", ""Compute 45 * 33 = 1485."", ""Compute 370 + 1485 = 1855.""]",1855
train,(43 - 24),"[""Compute 43 - 24 = 19.""]",19
train,((41 * 7) - (19 + 6)),"[""Compute 41 * 7 = 287."", ""Compute 19 + 6 = 25."", ""Compute 287 - 25 = 262.""]",262
train,((27 - 16) * (44 + 28)),"[""Compute 27 - 16 = 11."", ""Compute 44 + 28 = 72."", ""Compute 11 * 72 = 792.""]",792
train,(50 - 14),"[""Compute 50 - 14 = 36.""]",36
train,(42 * 43),"[""Compute 42 * 43 = 1806.""]",1806
train,(31 * 40),"[""Compute 31 * 40 = 1240.""]",1240
train,((40 - 45) * (16 - 10)),"[""Compute 40 - 45 = -5."", ""Compute 16 - 10 = 6."", ""Compute -5 * 6 = -30.""]",-30
train,(3 * 30),"[""Compute 3 * 30 = 90.""]",90
train,(35 - 7),"[""Compute 35 - 7 = 28.""]",28
train,((1 + 49) * (36 * 31)),"[""Compute 1 + 49 = 50."", ""Compute 36 * 31 = 1116."", ""Compute 50 * 1116 = 55800.""]",55800
train,(35 - 2),"[""Compute 35 - 2 = 33.""]",33
train,(26 + 28),"[""Compute 26 + 28 = 54.""]",54
train,((38 - 32) + (3 + 16)),"[""Compute 38 - 32 = 6."", ""Compute 3 + 16 = 19."", ""Compute 6 + 19 = 25.""]",25
train,(23 - 15),"[""Compute 23 - 15 = 8.""]",8
train,(17 + 23),"[""Compute 17 + 23 = 40.""]",40
train,((34 - 22) + (3 + 4)),"[""Compute 34 - 22 = 12."", ""Compute 3 + 4 = 7."", ""Compute 12 + 7 = 19.""]",19
train,((5 - 42) + (26 * 17)),"[""Compute 5 - 42 = -37."", ""Compute 26 * 17 = 442."", ""Compute -37 + 442 = 405.""]",405
train,(40 + 26),"[""Compute 40 + 26 = 66.""]",66
train,((15 + 35) + (28 + 25)),"[""Compute 15 + 35 = 50."", ""Compute 28 + 25 = 53."", ""Compute 50 + 53 = 103.""]",103
train,((23 * 43) * (15 * 14)),"[""Compute 23 * 43 = 989."", ""Compute 15 * 14 = 210."", ""Compute 989 * 210 = 207690.""]",207690
train,(44 + 17),"[""Compute 44 + 17 = 61.""]",61
train,(17 + 9),"[""Compute 17 + 9 = 26.""]",26
train,(35 * 30),"[""Compute 35 * 30 = 1050.""]",1050
train,((21 - 44) - (43 * 35)),"[""Compute 21 - 44 = -23."", ""Compute 43 * 35 = 1505."", ""Compute -23 - 1505 = -1528.""]",-1528
train,((30 + 48) * (4 - 31)),"[""Compute 30 + 48 = 78."", ""Compute 4 - 31 = -27."", ""Compute 78 * -27 = -2106.""]",-2106
train,(14 - 13),"[""Compute 14 - 13 = 1.""]",1
train,(44 * 4),"[""Compute 44 * 4 = 176.""]",176
train,((2 * 30) * (28 - 50)),"[""Compute 2 * 30 = 60."", ""Compute 28 - 50 = -22."", ""Compute 60 * -22 = -1320.""]",-1320
train,(4 + 8),"[""Compute 4 + 8 = 12.""]",12
train,((26 * 3) + (9 * 49)),"[""Compute 26 * 3 = 78."", ""Compute 9 * 49 = 441."", ""Compute 78 + 441 = 519.""]",519
train,((27 - 3) - (46 + 8)),"[""Compute 27 - 3 = 24."", ""Compute 46 + 8 = 54."", ""Compute 24 - 54 = -30.""]",-30
train,((22 - 14) - (10 - 21)),"[""Compute 22 - 14 = 8."", ""Compute 10 - 21 = -11."", ""Compute 8 - -11 = 19.""]",19
train,(4 - 8),"[""Compute 4 - 8 = -4.""]",-4
train,(25 + 11),"[""Compute 25 + 11 = 36.""]",36
train,((34 - 30) * (12 + 9)),"[""Compute 34 - 30 = 4."", ""Compute 12 + 9 = 21."", ""Compute 4 * 21 = 84.""]",84
train,((31 + 7) + (1 - 17)),"[""Compute 31 + 7 = 38."", ""Compute 1 - 17 = -16."", ""Compute 38 + -16 = 22.""]",22
train,(35 + 23),"[""Compute 35 + 23 = 58.""]",58
train,(8 * 5),"[""Compute 8 * 5 = 40.""]",40
train,((11 * 4) * (22 - 46)),"[""Compute 11 * 4 = 44."", ""Compute 22 - 46 = -24."", ""Compute 44 * -24 = -1056.""]",-1056
train,(7 + 18),"[""Compute 7 + 18 = 25.""]",25
train,((37 - 16) * (15 * 2)),"[""Compute 37 - 16 = 21."", ""Compute 15 * 2 = 30."", ""Compute 21 * 30 = 630.""]",630
train,(49 * 19),"[""Compute 49 * 19 = 931.""]",931
train,(12 - 1),"[""Compute 12 - 1 = 11.""]",11
train,((49 - 45) * (46 * 18)),"[""Compute 49 - 45 = 4."", ""Compute 46 * 18 = 828."", ""Compute 4 * 828 = 3312.""]",3312
train,(8 - 34),"[""Compute 8 - 34 = -26.""]",-26
train,((7 - 41) * (48 - 27)),"[""Compute 7 - 41 = -34."", ""Compute 48 - 27 = 21."", ""Compute -34 * 21 = -714.""]",-714
train,(30 - 13),"[""Compute 30 - 13 = 17.""]",17
train,(50 - 31),"[""Compute 50 - 31 = 19.""]",19
train,((17 * 18) + (47 * 37)),"[""Compute 17 * 18 = 306."", ""Compute 47 * 37 = 1739."", ""Compute 306 + 1739 = 2045.""]",2045
train,((27 * 48) + (50 - 22)),"[""Compute 27 * 48 = 1296."", ""Compute 50 - 22 = 28."", ""Compute 1296 + 28 = 1324.""]",1324
train,((29 + 21) - (4 + 24)),"[""Compute 29 + 21 = 50."", ""Compute 4 + 24 = 28."", ""Compute 50 - 28 = 22.""]",22
train,((35 - 9) * (6 - 36)),"[""Compute 35 - 9 = 26."", ""Compute 6 - 36 = -30."", ""Compute 26 * -30 = -780.""]",-780
train,((35 + 45) - (7 + 30)),"[""Compute 35 + 45 = 80."", ""Compute 7 + 30 = 37."", ""Compute 80 - 37 = 43.""]",43
train,(18 - 10),"[""Compute 18 - 10 = 8.""]",8
train,((31 + 26) * (33 + 2)),"[""Compute 31 + 26 = 57."", ""Compute 33 + 2 = 35."", ""Compute 57 * 35 = 1995.""]",1995
train,((31 + 13) * (39 + 25)),"[""Compute 31 + 13 = 44."", ""Compute 39 + 25 = 64."", ""Compute 44 * 64 = 2816.""]",2816
train,((17 + 41) * (5 - 31)),"[""Compute 17 + 41 = 58."", ""Compute 5 - 31 = -26."", ""Compute 58 * -26 = -1508.""]",-1508
train,((7 - 29) - (25 - 47)),"[""Compute 7 - 29 = -22."", ""Compute 25 - 47 = -22."", ""Compute -22 - -22 = 0.""]",0
train,(34 + 4),"[""Compute 34 + 4 = 38.""]",38
train,(43 * 40),"[""Compute 43 * 40 = 1720.""]",1720
train,((44 - 32) * (23 + 46)),"[""Compute 44 - 32 = 12."", ""Compute 23 + 46 = 69."", ""Compute 12 * 69 = 828.""]",828
train,((26 - 13) + (20 + 38)),"[""Compute 26 - 13 = 13."", ""Compute 20 + 38 = 58."", ""Compute 13 + 58 = 71.""]",71
train,((22 - 12) * (35 * 48)),"[""Compute 22 - 12 = 10."", ""Compute 35 * 48 = 1680."", ""Compute 10 * 1680 = 16800.""]",16800
train,((12 - 14) * (17 - 21)),"[""Compute 12 - 14 = -2."", ""Compute 17 - 21 = -4."", ""Compute -2 * -4 = 8.""]",8
train,(17 + 41),"[""Compute 17 + 41 = 58.""]",58
train,((26 * 25) * (9 - 41)),"[""Compute 26 * 25 = 650."", ""Compute 9 - 41 = -32."", ""Compute 650 * -32 = -20800.""]",-20800
train,((46 - 7) - (2 - 13)),"[""Compute 46 - 7 = 39."", ""Compute 2 - 13 = -11."", ""Compute 39 - -11 = 50.""]",50
train,((38 - 7) - (3 * 36)),"[""Compute 38 - 7 = 31."", ""Compute 3 * 36 = 108."", ""Compute 31 - 108 = -77.""]",-77
train,(11 + 20),"[""Compute 11 + 20 = 31.""]",31
train,(4 + 2),"[""Compute 4 + 2 = 6.""]",6
train,((17 - 1) + (3 * 11)),"[""Compute 17 - 1 = 16."", ""Compute 3 * 11 = 33."", ""Compute 16 + 33 = 49.""]",49
train,(34 * 46),"[""Compute 34 * 46 = 1564.""]",1564
train,((8 - 1) + (43 + 31)),"[""Compute 8 - 1 = 7."", ""Compute 43 + 31 = 74."", ""Compute 7 + 74 = 81.""]",81
train,(30 * 42),"[""Compute 30 * 42 = 1260.""]",1260
train,((45 - 11) + (32 + 6)),"[""Compute 45 - 11 = 34."", ""Compute 32 + 6 = 38."", ""Compute 34 + 38 = 72.""]",72
train,((31 + 1) + (49 + 28)),"[""Compute 31 + 1 = 32."", ""Compute 49 + 28 = 77."", ""Compute 32 + 77 = 109.""]",109
train,(39 * 34),"[""Compute 39 * 34 = 1326.""]",1326
train,((4 * 18) - (16 * 40)),"[""Compute 4 * 18 = 72."", ""Compute 16 * 40 = 640."", ""Compute 72 - 640 = -568.""]",-568
train,((31 + 41) * (20 * 21)),"[""Compute 31 + 41 = 72."", ""Compute 20 * 21 = 420."", ""Compute 72 * 420 = 30240.""]",30240
train,((18 + 27) - (8 * 2)),"[""Compute 18 + 27 = 45."", ""Compute 8 * 2 = 16."", ""Compute 45 - 16 = 29.""]",29
train,(22 + 39),"[""Compute 22 + 39 = 61.""]",61
train,(38 * 23),"[""Compute 38 * 23 = 874.""]",874
train,(35 + 18),"[""Compute 35 + 18 = 53.""]",53
train,(33 * 23),"[""Compute 33 * 23 = 759.""]",759
train,(29 - 26),"[""Compute 29 - 26 = 3.""]",3
train,(42 + 10),"[""Compute 42 + 10 = 52.""]",52
train,(31 * 35),"[""Compute 31 * 35 = 1085.""]",1085
train,(38 * 17),"[""Compute 38 * 17 = 646.""]",646
train,(3 * 24),"[""Compute 3 * 24 = 72.""]",72
train,((3 - 39) - (11 * 10)),"[""Compute 3 - 39 = -36."", ""Compute 11 * 10 = 110."", ""Compute -36 - 110 = -146.""]",-146
train,((41 - 8) * (33 * 34)),"[""Compute 41 - 8 = 33."", ""Compute 33 * 34 = 1122."", ""Compute 33 * 1122 = 37026.""]",37026
train,(21 + 27),"[""Compute 21 + 27 = 48.""]",48
train,((32 + 20) + (14 * 8)),"[""Compute 32 + 20 = 52."", ""Compute 14 * 8 = 112."", ""Compute 52 + 112 = 164.""]",164
train,(48 + 11),"[""Compute 48 + 11 = 59.""]",59
train,((46 * 8) * (28 + 22)),"[""Compute 46 * 8 = 368."", ""Compute 28 + 22 = 50."", ""Compute 368 * 50 = 18400.""]",18400
train,(29 - 32),"[""Compute 29 - 32 = -3.""]",-3
train,((34 - 17) * (23 - 15)),"[""Compute 34 - 17 = 17."", ""Compute 23 - 15 = 8."", ""Compute 17 * 8 = 136.""]",136
train,(50 * 17),"[""Compute 50 * 17 = 850.""]",850
train,((10 + 17) - (3 + 50)),"[""Compute 10 + 17 = 27."", ""Compute 3 + 50 = 53."", ""Compute 27 - 53 = -26.""]",-26
train,(15 + 39),"[""Compute 15 + 39 = 54.""]",54
train,((43 + 15) - (48 - 39)),"[""Compute 43 + 15 = 58."", ""Compute 48 - 39 = 9."", ""Compute 58 - 9 = 49.""]",49
train,(33 - 37),"[""Compute 33 - 37 = -4.""]",-4
train,((15 * 42) * (4 - 35)),"[""Compute 15 * 42 = 630."", ""Compute 4 - 35 = -31."", ""Compute 630 * -31 = -19530.""]",-19530
train,((17 + 7) - (22 - 47)),"[""Compute 17 + 7 = 24."", ""Compute 22 - 47 = -25."", ""Compute 24 - -25 = 49.""]",49
train,((32 + 18) - (12 * 14)),"[""Compute 32 + 18 = 50."", ""Compute 12 * 14 = 168."", ""Compute 50 - 168 = -118.""]",-118
train,(44 - 48),"[""Compute 44 - 48 = -4.""]",-4
train,((12 + 27) * (36 - 1)),"[""Compute 12 + 27 = 39."", ""Compute 36 - 1 = 35."", ""Compute 39 * 35 = 1365.""]",1365
train,(41 + 28),"[""Compute 41 + 28 = 69.""]",69
train,((32 - 9) * (1 + 42)),"[""Compute 32 - 9 = 23."", ""Compute 1 + 42 = 43."", ""Compute 23 * 43 = 989.""]",989
train,((33 * 13) + (11 - 12)),"[""Compute 33 * 13 = 429."", ""Compute 11 - 12 = -1."", ""Compute 429 + -1 = 428.""]",428
train,((34 + 1) - (44 - 41)),"[""Compute 34 + 1 = 35."", ""Compute 44 - 41 = 3."", ""Compute 35 - 3 = 32.""]",32
train,(34 - 20),"[""Compute 34 - 20 = 14.""]",14
train,((17 + 18) + (41 + 42)),"[""Compute 17 + 18 = 35."", ""Compute 41 + 42 = 83."", ""Compute 35 + 83 = 118.""]",118
train,((3 * 16) * (33 * 34)),"[""Compute 3 * 16 = 48."", ""Compute 33 * 34 = 1122."", ""Compute 48 * 1122 = 53856.""]",53856
train,((12 + 6) + (38 + 24)),"[""Compute 12 + 6 = 18."", ""Compute 38 + 24 = 62."", ""Compute 18 + 62 = 80.""]",80
train,((45 * 44) + (42 + 27)),"[""Compute 45 * 44 = 1980."", ""Compute 42 + 27 = 69."", ""Compute 1980 + 69 = 2049.""]",2049
train,(27 - 29),"[""Compute 27 - 29 = -2.""]",-2
train,(45 * 4),"[""Compute 45 * 4 = 180.""]",180
train,((5 - 18) * (8 * 11)),"[""Compute 5 - 18 = -13."", ""Compute 8 * 11 = 88."", ""Compute -13 * 88 = -1144.""]",-1144
train,(22 - 33),"[""Compute 22 - 33 = -11.""]",-11
train,(34 * 16),"[""Compute 34 * 16 = 544.""]",544
train,((49 - 14) + (33 - 50)),"[""Compute 49 - 14 = 35."", ""Compute 33 - 50 = -17."", ""Compute 35 + -17 = 18.""]",18
train,(8 + 5),"[""Compute 8 + 5 = 13.""]",13
train,(9 * 10),"[""Compute 9 * 10 = 90.""]",90
train,(34 * 30),"[""Compute 34 * 30 = 1020.""]",1020
train,(22 * 47),"[""Compute 22 * 47 = 1034.""]",1034
train,((48 + 39) + (27 - 13)),"[""Compute 48 + 39 = 87."", ""Compute 27 - 13 = 14."", ""Compute 87 + 14 = 101.""]",101
train,(34 + 28),"[""Compute 34 + 28 = 62.""]",62
train,(8 + 48),"[""Compute 8 + 48 = 56.""]",56
train,((12 * 44) - (7 + 21)),"[""Compute 12 * 44 = 528."", ""Compute 7 + 21 = 28."", ""Compute 528 - 28 = 500.""]",500
train,((34 + 3) - (37 - 3)),"[""Compute 34 + 3 = 37."", ""Compute 37 - 3 = 34."", ""Compute 37 - 34 = 3.""]",3
train,((43 + 8) - (23 + 37)),"[""Compute 43 + 8 = 51."", ""Compute 23 + 37 = 60."", ""Compute 51 - 60 = -9.""]",-9
train,(21 - 6),"[""Compute 21 - 6 = 15.""]",15
train,(41 + 28),"[""Compute 41 + 28 = 69.""]",69
train,(36 - 48),"[""Compute 36 - 48 = -12.""]",-12
train,((33 - 27) + (6 + 27)),"[""Compute 33 - 27 = 6."", ""Compute 6 + 27 = 33."", ""Compute 6 + 33 = 39.""]",39
train,((6 + 49) * (22 - 47)),"[""Compute 6 + 49 = 55."", ""Compute 22 - 47 = -25."", ""Compute 55 * -25 = -1375.""]",-1375
train,(33 * 35),"[""Compute 33 * 35 = 1155.""]",1155
train,(44 + 3),"[""Compute 44 + 3 = 47.""]",47
train,((24 + 15) + (31 * 17)),"[""Compute 24 + 15 = 39."", ""Compute 31 * 17 = 527."", ""Compute 39 + 527 = 566.""]",566
train,((20 + 35) - (10 + 36)),"[""Compute 20 + 35 = 55."", ""Compute 10 + 36 = 46."", ""Compute 55 - 46 = 9.""]",9
train,(13 - 17),"[""Compute 13 - 17 = -4.""]",-4
train,(9 - 33),"[""Compute 9 - 33 = -24.""]",-24
train,(25 - 1),"[""Compute 25 - 1 = 24.""]",24
